date,score,rating
2026-01-21,53.86,neutral
2026-01-22,54.77,neutral
2026-01-23,54.89,neutral
2026-01-26,57.66,greed
2026-01-27,64.97,greed
2026-01-28,65.54,greed
2026-01-29,63.83,greed
2026-01-30,58.6,greed
2026-02-02,63.4,greed
2026-02-03,43.34,fear
2026-02-04,47.23,neutral
2026-02-06,46.85,neutral
2026-02-09,51.57,neutral
2026-02-10,51.66,neutral
2026-02-11,53.8,neutral
2026-02-12,38.11,fear
2026-02-13,37.77,fear
2026-02-17,40.87,fear
2026-02-18,41.91,fear
2026-02-19,39.56,fear
2026-02-20,44.41,fear
2026-02-23,36.97,fear
2026-02-24,43.29,fear
2026-02-25,45.8,neutral
2026-02-26,42.17,fear
2026-02-27,38.03,fear
2026-03-02,33.65,fear
2026-03-03,33.2,fear
2026-03-04,37.16,fear
2026-03-05,28.33,fear
2026-03-06,25.15,fear
2026-03-09,27.67,fear
2026-03-10,26.05,fear
2026-03-11,25.13,fear
2026-03-12,22.53,extreme fear
2026-03-13,22.63,extreme fear
2026-03-16,21.63,extreme fear
2026-03-17,21.71,extreme fear
2026-03-18,15.44,extreme fear
2026-03-19,17.31,extreme fear
2026-03-20,16.49,extreme fear
2026-03-23,14.94,extreme fear
2026-03-24,18.8,extreme fear
2026-03-25,18.46,extreme fear
2026-03-26,18.46,extreme fear
2026-03-27,15.36,extreme fear
2026-03-30,10.23,extreme fear
